line,variable
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#prelim(double[],double[]):1666",j;n
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#prelim(double[],double[]):1670",interpolationPoints;nfm;lowerDifference;j;getEntry
"org.apache.commons.math3.geometry.partitioning$BSPTree#insertInTree(org.apache.commons.math3.geometry.partitioning.BSPTree,boolean):569",isPlusChild
"org.apache.commons.math3.analysis.solvers$LaguerreSolver$ComplexSolver#isRoot(double,double,org.apache.commons.math3.complex.Complex):251",getReal;min;isSequence;max;z
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#prelim(double[],double[]):1673",interpolationPoints;nfm;upperDifference;j;getEntry
"org.apache.commons.math3.analysis.solvers$LaguerreSolver$ComplexSolver#isRoot(double,double,org.apache.commons.math3.complex.Complex):253",getFunctionValueAccuracy;abs;FastMath;getImaginary;z;tolerance
"org.apache.commons.math3.geometry.partitioning$BSPTree#insertInTree(org.apache.commons.math3.geometry.partitioning.BSPTree,boolean):568",parentTree
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#prelim(double[],double[]):1679",isMinimize
org.apache.commons.math3.distribution$KolmogorovSmirnovDistribution#exactK(double):203,i;n
org.apache.commons.math3.stat.inference$GTest#entropy(long[][]):270,i;j;k
"org.apache.commons.math3.linear$ConjugateGradient#solveInPlace(org.apache.commons.math3.linear.RealLinearOperator,org.apache.commons.math3.linear.RealLinearOperator,org.apache.commons.math3.linear.RealVector,org.apache.commons.math3.linear.RealVector):232",x
org.apache.commons.math3.stat.inference$GTest#entropy(long[][]):271,i;j;k
"org.apache.commons.math3.linear$ConjugateGradient#solveInPlace(org.apache.commons.math3.linear.RealLinearOperator,org.apache.commons.math3.linear.RealLinearOperator,org.apache.commons.math3.linear.RealVector,org.apache.commons.math3.linear.RealVector):230",rnorm;rmax
"org.apache.commons.math3.analysis.solvers$LaguerreSolver$ComplexSolver#solveAll(org.apache.commons.math3.complex.Complex[],org.apache.commons.math3.complex.Complex):291",i;n
org.apache.commons.math3.distribution$TriangularDistribution#getSupportLowerBound():223,a
org.apache.commons.math3.stat.inference$GTest#entropy(long[][]):277,h
org.apache.commons.math3.dfp$DfpDec#newInstance(byte):105,getField;x
"org.apache.commons.math3.transform$FastFourierTransformer#mdfft(org.apache.commons.math3.transform.FastFourierTransformer$MultiDimensionalComplexMatrix,org.apache.commons.math3.transform.TransformType,int,int[]):466",d;dimensionSize;i
org.apache.commons.math3.distribution$ExponentialDistribution#inverseCumulativeProbability(double):192,ret
"org.apache.commons.math3.transform$FastFourierTransformer#mdfft(org.apache.commons.math3.transform.FastFourierTransformer$MultiDimensionalComplexMatrix,org.apache.commons.math3.transform.TransformType,int,int[]):464",dimensionSize;subVector
org.apache.commons.math3.geometry.partitioning$BSPTree#split(org.apache.commons.math3.geometry.partitioning.SubHyperplane):516,Side;side;cut;sHyperplane
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#prelim(double[],double[]):1641",ZERO;upperDifference;getEntry;nfxm
"org.apache.commons.math3.analysis.solvers$LaguerreSolver$ComplexSolver#solveAll(org.apache.commons.math3.complex.Complex[],org.apache.commons.math3.complex.Complex):285",i;n
org.apache.commons.math3.geometry.partitioning$BSPTree#split(org.apache.commons.math3.geometry.partitioning.SubHyperplane):511,split
"org.apache.commons.math3.analysis.solvers$LaguerreSolver$ComplexSolver#solveAll(org.apache.commons.math3.complex.Complex[],org.apache.commons.math3.complex.Complex):280",n
org.apache.commons.math3.distribution$TriangularDistribution#getSupportUpperBound():235,b
org.apache.commons.math3.stat.inference$GTest#entropy(long[][]):269,i;k
org.apache.commons.math3.stat.inference$GTest#entropy(long[][]):264,i;k
org.apache.commons.math3.stat.inference$GTest#entropy(long[][]):265,i;j;k
"org.apache.commons.math3.transform$FastFourierTransformer#mdfft(org.apache.commons.math3.transform.FastFourierTransformer$MultiDimensionalComplexMatrix,org.apache.commons.math3.transform.TransformType,int,int[]):474",d;dimensionSize;i
org.apache.commons.math3.distribution$ExponentialDistribution#inverseCumulativeProbability(double):186,p
org.apache.commons.math3.dfp$DfpDec#newInstance(long):117,getField;x
org.apache.commons.math3.dfp$DfpDec#newInstance(int):111,getField;x
org.apache.commons.math3.distribution$ExponentialDistribution#inverseCumulativeProbability(double):184,p
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#prelim(double[],double[]):1651",ipt;n
org.apache.commons.math3.geometry.partitioning$BSPTree#split(org.apache.commons.math3.geometry.partitioning.SubHyperplane):500,Side;side;cut;sHyperplane
"org.apache.commons.math3.analysis.solvers$LaguerreSolver$ComplexSolver#solveAll(org.apache.commons.math3.complex.Complex[],org.apache.commons.math3.complex.Complex):276",coefficients
org.apache.commons.math3.ode.events$FilterType$3#<clinit>():94,MIN;previous;MAX;UNINITIALIZED;PLUS;MINUS
"org.apache.commons.math3.ode.events$FilterType$1#selectTransformer(org.apache.commons.math3.ode.events.Transformer,double,boolean):93",forward
"org.apache.commons.math3.dfp$DfpField#computeLn(org.apache.commons.math3.dfp.Dfp,org.apache.commons.math3.dfp.Dfp,org.apache.commons.math3.dfp.Dfp):754",y;multiply;two
"org.apache.commons.math3.util$Precision#equals(float,float,int):207",xInt
"org.apache.commons.math3.transform$FastFourierTransformer#mdfft(org.apache.commons.math3.transform.FastFourierTransformer$MultiDimensionalComplexMatrix,org.apache.commons.math3.transform.TransformType,int,int[]):481",d;subVector
"org.apache.commons.math3.ode.events$FilterType$1#selectTransformer(org.apache.commons.math3.ode.events.Transformer,double,boolean):97",g
"org.apache.commons.math3.ode.events$FilterType$1#selectTransformer(org.apache.commons.math3.ode.events.Transformer,double,boolean):99",Transformer
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#prelim(double[],double[]):1625",nfm;n
org.apache.commons.math3.linear$JacobiPreconditioner#create(org.apache.commons.math3.linear.RealLinearOperator):69,i;n
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#prelim(double[],double[]):1626",nfm;n
org.apache.commons.math3.stat.descriptive.summary$SumOfLogs#getN():102,n
org.apache.commons.math3.linear$JacobiPreconditioner#create(org.apache.commons.math3.linear.RealLinearOperator):67,a
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#prelim(double[],double[]):1629",ZERO;upperDifference;nfmm;getEntry
org.apache.commons.math3.distribution$ExponentialDistribution#cumulativeProbability(double):171,ret
"org.apache.commons.math3.transform$FastFourierTransformer#mdfft(org.apache.commons.math3.transform.FastFourierTransformer$MultiDimensionalComplexMatrix,org.apache.commons.math3.transform.TransformType,int,int[]):487",dimensionSize;i;subVector
org.apache.commons.math3.linear$JacobiPreconditioner#create(org.apache.commons.math3.linear.RealLinearOperator):63,a;getRowDimension;n
"org.apache.commons.math3.linear$ConjugateGradient#solveInPlace(org.apache.commons.math3.linear.RealLinearOperator,org.apache.commons.math3.linear.RealLinearOperator,org.apache.commons.math3.linear.RealVector,org.apache.commons.math3.linear.RealVector):207",manager;getIterations
"org.apache.commons.math3.dfp$DfpField#computeLn(org.apache.commons.math3.dfp.Dfp,org.apache.commons.math3.dfp.Dfp,org.apache.commons.math3.dfp.Dfp):748",equals;py;y
"org.apache.commons.math3.stat.inference$GTest#gTest(double[],long[],double):246",expected;alpha;gTest;observed
"org.apache.commons.math3.analysis.differentiation$DerivativeStructure#DerivativeStructure(int,int,double[]):207",derivatives;data
"org.apache.commons.math3.stat.inference$GTest#gTest(double[],long[],double):242",alpha
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#prelim(double[],double[]):1637",ZERO;lowerDifference;getEntry;nfxm
org.apache.commons.math3.distribution$ExponentialDistribution#cumulativeProbability(double):166,x
org.apache.commons.math3.geometry.partitioning$BSPTree#split(org.apache.commons.math3.geometry.partitioning.SubHyperplane):527,split
"org.apache.commons.math3.linear$ConjugateGradient#solveInPlace(org.apache.commons.math3.linear.RealLinearOperator,org.apache.commons.math3.linear.RealLinearOperator,org.apache.commons.math3.linear.RealVector,org.apache.commons.math3.linear.RealVector):214",pq;check
"org.apache.commons.math3.analysis.solvers$LaguerreSolver$ComplexSolver#solveAll(org.apache.commons.math3.complex.Complex[],org.apache.commons.math3.complex.Complex):298",j
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#prelim(double[],double[]):1634",nfm;n
org.apache.commons.math3.fitting.leastsquares$AbstractLeastSquaresOptimizer#getWeight():215,weight;copy
org.apache.commons.math3.linear$AbstractRealMatrix#scalarMultiply(double):129,row;rowCount
"org.apache.commons.math3.dfp$DfpDec#newInstance(byte,byte):151",getField;sign;nans
org.apache.commons.math3.linear$AbstractRealMatrix#scalarAdd(double):121,out
org.apache.commons.math3.util$Pair#getKey():65,key
org.apache.commons.math3.distribution$ExponentialDistribution#density(double):148,x
org.apache.commons.math3.dfp$DfpDec#newInstance(java.lang.String):145,s;getField
org.apache.commons.math3.distribution$ExponentialDistribution#density(double):151,mean;FastMath;x;exp
org.apache.commons.math3.linear$AbstractRealMatrix#scalarMultiply(double):135,out
"org.apache.commons.math3.fitting.leastsquares$AbstractLeastSquaresOptimizer#computeSigma(double[],double):203",nC;i
"org.apache.commons.math3.fitting.leastsquares$AbstractLeastSquaresOptimizer#computeSigma(double[],double):206",sig
"org.apache.commons.math3.dfp$DfpField#computePi(org.apache.commons.math3.dfp.Dfp,org.apache.commons.math3.dfp.Dfp,org.apache.commons.math3.dfp.Dfp):623",i
org.apache.commons.math3.util$Pair#getValue():74,value
org.apache.commons.math3.optim.nonlinear.scalar$MultivariateFunctionMappingAdapter$NoBoundsMapper#unboundedToBounded(double):207,y
org.apache.commons.math3.dfp$DfpDec#getDecimalDigits():160,getRadixDigits
org.apache.commons.math3.linear$AbstractRealMatrix#scalarMultiply(double):130,col;columnCount
org.apache.commons.math3.distribution$ExponentialDistribution#getMean():143,mean
org.apache.commons.math3.geometry.euclidean.twod$Segment#distance(org.apache.commons.math3.geometry.euclidean.twod.Vector2D):97,r
org.apache.commons.math3.linear$AbstractRealMatrix#multiply(org.apache.commons.math3.linear.RealMatrix):147,nRows;row
org.apache.commons.math3.distribution$TriangularDistribution#getNumericalMean():201,a;b;c
org.apache.commons.math3.linear$AbstractRealMatrix#multiply(org.apache.commons.math3.linear.RealMatrix):148,col;nCols
org.apache.commons.math3.dfp$DfpDec#newInstance(org.apache.commons.math3.dfp.Dfp):131,getRadixDigits;d;getField
"org.apache.commons.math3.transform$FastFourierTransformer#transformInPlace(double[][],org.apache.commons.math3.transform.DftNormalization,org.apache.commons.math3.transform.TransformType):286",i0;n
"org.apache.commons.math3.distribution$ExponentialDistribution#ExponentialDistribution(org.apache.commons.math3.random.RandomGenerator,double,double):130",mean
org.apache.commons.math3.dfp$DfpDec#newInstance(double):123,getField;x
org.apache.commons.math3.geometry.euclidean.twod$Segment#getLine():65,line
org.apache.commons.math3.linear$AbstractRealMatrix#multiply(org.apache.commons.math3.linear.RealMatrix):157,out
org.apache.commons.math3.distribution$TriangularDistribution#getNumericalVariance():211,a;b;c
org.apache.commons.math3.linear$AbstractRealMatrix#multiply(org.apache.commons.math3.linear.RealMatrix):150,i;nSum
org.apache.commons.math3.linear$OpenMapRealVector#OpenMapRealVector(org.apache.commons.math3.linear.RealVector):201,key;virtualSize
org.apache.commons.math3.linear$OpenMapRealVector#OpenMapRealVector(org.apache.commons.math3.linear.RealVector):203,value;isDefaultValue
org.apache.commons.math3.dfp$DfpDec#newInstance(org.apache.commons.math3.dfp.Dfp):138,d
org.apache.commons.math3.dfp$DfpDec#newInstance(org.apache.commons.math3.dfp.Dfp):135,result;d;DfpField;dotrap
org.apache.commons.math3.dfp$DfpMath#split(org.apache.commons.math3.dfp.Dfp):99,result
org.apache.commons.math3.fitting.leastsquares$AbstractLeastSquaresOptimizer#computeWeightedJacobian(double[]):256,createRealMatrix;weightSqrt;params;multiply;MatrixUtils;computeJacobian
org.apache.commons.math3.dfp$DfpDec#round(int):198,lsbthreshold
org.apache.commons.math3.dfp$DfpDec#round(int):192,mant;digits;lsbthreshold
org.apache.commons.math3.dfp$DfpDec#round(int):193,round;in
org.apache.commons.math3.geometry.partitioning$AbstractRegion#getTree(boolean):280,getAttribute;includeBoundaryAttributes;getCut;tree
org.apache.commons.math3.geometry.partitioning$AbstractRegion#getTree(boolean):284,tree
org.apache.commons.math3.exception$NumberIsTooSmallException#getBoundIsAllowed():78,boundIsAllowed
org.apache.commons.math3.fitting.leastsquares$AbstractLeastSquaresOptimizer#computeObjectiveValue(double[]):244,model;params;value
"org.apache.commons.math3.geometry.partitioning$AbstractRegion#checkPoint(org.apache.commons.math3.geometry.partitioning.BSPTree,org.apache.commons.math3.geometry.Vector):274",plusCode;minusCode;Location
org.apache.commons.math3.linear$AbstractRealMatrix#subtract(org.apache.commons.math3.linear.RealMatrix):102,col;columnCount
org.apache.commons.math3.linear$AbstractRealMatrix#subtract(org.apache.commons.math3.linear.RealMatrix):101,row;rowCount
org.apache.commons.math3.linear$AbstractRealMatrix#subtract(org.apache.commons.math3.linear.RealMatrix):107,out
org.apache.commons.math3.dfp$DfpDec#round(int):175,lsbthreshold;msb
org.apache.commons.math3.util$Pair#getFirst():84,key
org.apache.commons.math3.geometry.partitioning$BSPTree#split(org.apache.commons.math3.geometry.partitioning.SubHyperplane):496,sub;side;cHyperplane;BOTH;PLUS;MINUS
org.apache.commons.math3.dfp$DfpDec#round(int):168,msb
org.apache.commons.math3.linear$AbstractRealMatrix#scalarAdd(double):115,row;rowCount
org.apache.commons.math3.linear$RealMatrixFormat#getRowSeparator():191,rowSeparator
org.apache.commons.math3.fitting.leastsquares$AbstractLeastSquaresOptimizer#computeRMS(double[]):228,cost;sqrt;FastMath;target
org.apache.commons.math3.linear$AbstractRealMatrix#scalarAdd(double):116,col;columnCount
org.apache.commons.math3.util$Pair#getSecond():94,value
org.apache.commons.math3.dfp$DfpDec#round(int):186,i;lsbshift
